id,x,y,x,y
266,-2.50005301068357,51.112694295795,365,135
267,-2.35718429086092,51.1132179549778,375,135
268,-2.21431200213913,51.1135670679284,385,135
269,-2.07143757198797,51.1137416264523,395,135
270,-1.92856242801203,51.1137416264523,405,135
271,-1.78568799786087,51.1135670679284,415,135
272,-1.64281570913908,51.1132179549778,425,135
273,-1.49994698931643,51.112694295795,435,135
274,-1.35708326563798,51.1119961026703,445,135
275,-1.21422596503422,51.11112339199,455,135
276,-1.07137651403133,51.110076184234,465,135
277,-0.928536338661445,51.1088545039749,475,135
278,-0.785706864372987,51.1074583798759,485,135
279,-0.642889515941161,51.1058878446884,495,135
280,-0.500085717378484,51.1041429352496,505,135
281,-0.35729689184548,51.1022236924797,515,135
282,-0.214524461561495,51.1001301613785,525,135
283,-0.0717698477156595,51.0978623910218,535,135
284,0.0709655296219684,51.0954204345578,545,135
285,0.213680251589099,51.092804349203,555,135
286,0.356372900619702,51.0900141962373,565,135
287,0.499042060532293,51.0870500409996,575,135
288,0.641686316617999,51.0839119528824,585,135
289,0.784304255728387,51.0806000053264,595,135
290,0.92689446636304,51.0771142758151,605,135
291,1.06945553875687,51.0734548458681,615,135
292,1.21198606496714,51.0696218010351,625,135
293,1.35448463896024,51.065615230889,635,135
294,-4.64681985067144,51.1737468800558,215,145
295,-4.21798387237086,51.1826676801844,245,145
296,-4.07499220003019,51.1852921238386,255,145
297,-3.93197973199283,51.1877418831213,265,145
298,-3.78894789673335,51.1900169004568,275,145
299,-3.64589812394805,51.1921171223632,285,145
300,-3.50283184446528,51.194042499456,295,145
301,-3.35975049015554,51.1957929864529,305,145
302,-3.21665549384138,51.1973685421764,315,145
303,-3.07354828920724,51.1987691295578,325,145
304,-2.93043031070906,51.1999947156398,335,145
305,-2.78730299348384,51.2010452715788,345,145
306,-2.64416777325902,51.2019207726479,355,145
307,-2.50102608626182,51.2026211982381,365,145
308,-2.35787936912848,51.2031465318604,375,145
309,-2.21472905881343,51.2034967611468,385,145
310,-2.07157659249841,51.2036718778516,395,145
311,-1.92842340750159,51.2036718778516,405,145
312,-1.78527094118657,51.2034967611468,415,145
313,-1.64212063087152,51.2031465318604,425,145
314,-1.49897391373818,51.2026211982381,435,145
315,-1.35583222674098,51.2019207726479,445,145
316,-1.21269700651616,51.2010452715788,455,145
317,-1.06956968929094,51.1999947156398,465,145
318,-0.926451710792763,51.1987691295578,475,145
319,-0.783344506158622,51.1973685421764,485,145
320,-0.640249509844462,51.1957929864529,495,145
321,-0.497168155534718,51.194042499456,505,145
322,-0.354101876051953,51.1921171223632,515,145
323,-0.211052103266655,51.1900169004568,525,145
324,-0.0680202680071697,51.1877418831213,535,145
325,0.0749922000301907,51.1852921238386,545,145
326,0.217983872370856,51.1826676801844,555,145
327,0.360953321851514,51.1798686138234,565,145
328,0.503899122709412,51.1768949905045,575,145
329,0.646819850671436,51.1737468800558,585,145
330,0.789714083042945,51.1704243563786,595,145
331,0.932580398796354,51.1669274974421,605,145
332,1.07541737865945,51.163256385277,615,145
333,1.2182236052034,51.159411105969,625,145
334,1.36099766293053,51.1553917496521,635,145
335,-3.79243819272913,51.2799020853817,275,155
336,-3.07564369105056,51.2886823092241,325,155
337,-2.93224647427303,51.2899118162968,335,155
338,-2.78883985508367,51.290965733423,345,155
339,-2.64542527899596,51.2918440357195,355,155
340,-2.50200419202897,51.2925467024476,365,155
341,-2.35857804061554,51.2930737170143,375,155
342,-2.21514827151041,51.2934250669737,385,155
343,-2.07171633169825,51.2936007440279,395,155
344,-1.92828366830175,51.2936007440279,405,155
345,-1.78485172848959,51.2934250669737,415,155
346,-1.64142195938446,51.2930737170143,425,155
347,-1.49799580797103,51.2925467024476,435,155
348,-1.35457472100404,51.2918440357195,445,155
349,-1.21116014491633,51.290965733423,455,155
350,-1.06775352572697,51.2899118162968,465,155
351,-0.924356308949442,51.2886823092241,475,155
352,-0.780969939499922,51.2872772412299,485,155
353,-0.637595861605625,51.2856966454794,495,155
354,-0.494235518713295,51.2839405592748,505,155
355,-0.350890353397798,51.282009024053,515,155
356,-0.207561807270869,51.2799020853817,525,155
357,-0.0642513208900065,51.2776197929561,535,155
358,0.0790396663324608,51.275162200595,545,155
359,0.22230971622012,51.2725293662365,555,155
360,0.36555739192302,51.2697213519333,565,155
361,0.508781258008011,51.2667382238481,575,155
362,0.651979880548838,51.2635800522478,585,155
363,0.795151827216013,51.2602469114986,595,155
364,0.938295667366403,51.2567388800598,605,155
365,1.08140997213256,51.2530560404772,615,155
366,1.22449331451178,51.2491984793774,625,155
367,1.36754426945479,51.2451662874601,635,155
368,-3.50871229583746,51.3738371148419,295,165
369,-3.36507152177456,51.3755988220588,305,165
370,-3.22141691883984,51.3771844774669,315,165
371,-2.9340720403465,51.3798274868686,335,165
372,-2.79038467366498,51.3808847782789,345,165
373,-2.64668929568052,51.3817658927193,355,165
374,-2.50298736229592,51.3824708093198,365,165
375,-2.35928032983254,51.3829995113826,375,165
376,-2.21556965493738,51.383351986383,385,165
377,-2.07185679449009,51.3835282259709,395,165
378,-1.92814320550991,51.3835282259709,405,165
379,-1.78443034506262,51.383351986383,415,165
380,-1.64071967016746,51.3829995113826,425,165
381,-1.49701263770408,51.3824708093198,435,165
382,-1.35331070431948,51.3817658927193,445,165
383,-1.20961532633502,51.3808847782789,455,165
384,-1.0659279596535,51.3798274868686,465,165
385,-0.922250059666199,51.3785940435284,475,165
386,-0.778583081160162,51.3771844774669,485,165
387,-0.634928478225443,51.3755988220588,495,165
388,-0.49128770416254,51.3738371148419,505,165
389,-0.347662211389923,51.3718993975147,515,165
390,-0.204053451351726,51.3697857159326,525,165
391,-0.0604628744255794,51.3674961201046,535,165
392,0.0831080701693756,51.365030664189,545,165
393,0.226657934464283,51.3623894064895,555,165
394,0.370185271832171,51.3595724094503,565,165
395,0.513688637079328,51.3565797396511,575,165
396,0.657166586536448,51.3534114678019,585,165
397,0.800617678149525,51.3500676687376,595,165
398,0.944040471570489,51.3465484214115,605,165
399,1.08743352824756,51.3428538088896,615,165
400,1.2307954115153,51.3389839183435,625,165
401,1.37412468668439,51.3349388410438,635,165
402,-3.79947308785894,51.4596677918916,275,175
403,-3.65558266351954,51.4617882427178,285,175
404,-3.51167539183285,51.4637321662988,295,175
405,-3.36775273416761,51.4654995164891,305,175
406,-3.22381615287826,51.4670902513264,315,175
407,-3.07986711121155,51.468504333035,325,175
408,-2.93590707321302,51.4697417280289,335,175
409,-2.79193750363331,51.4708024069148,345,175
410,-2.64795986783438,51.4716863444939,355,175
411,-2.50397563169565,51.472393519764,365,175
412,-2.35998626151999,51.4729239159215,375,175
413,-2.21599322393974,51.4732775203626,385,175
414,-2.07199798582258,51.473454324684,395,175
415,-1.92800201417742,51.473454324684,405,175
416,-1.78400677606026,51.4732775203626,415,175
417,-1.64001373848001,51.4729239159215,425,175
418,-1.49602436830435,51.472393519764,435,175
419,-1.35204013216562,51.4716863444939,445,175
420,-1.20806249636669,51.4708024069148,455,175
421,-1.06409292678698,51.4697417280289,465,175
422,-0.920132888788449,51.468504333035,475,175
423,-0.776183847121743,51.4670902513264,485,175
424,-0.632247265832391,51.4654995164891,495,175
425,-0.488324608167149,51.4637321662988,505,175
426,-0.344417336480459,51.4617882427178,515,175
427,-0.200526912141056,51.4596677918916,525,175
428,-0.0566547954387389,51.4573708641457,535,175
429,0.0871975545086897,51.4548975139811,545,175
430,0.231028679848286,51.45224780007,555,175
431,0.374837124084625,51.4494217852515,565,175
432,0.518621432172234,51.4464195365262,575,175
433,0.662380150607798,51.4432411250508,585,175
434,0.806111827522101,51.4398866261329,595,175
435,0.949815012771712,51.4363561192244,605,175
436,1.38073914490203,51.4247094071085,635,175
437,-4.23542210655109,51.5421045461007,245,185
438,-4.09130826366074,51.54476274933,255,185
439,-3.9471730504966,51.5472440246588,265,185
440,-3.8030179348884,51.5495483130429,275,185
441,-3.65884438594551,51.5516755596357,285,185
442,-3.51465387396302,51.5536257137927,295,185
443,-3.37044787032753,51.5553987290755,305,185
444,-3.2262278474229,51.5569945632556,315,185
445,-3.08199527853572,51.5584131783176,325,185
446,-2.93775163776072,51.5596545404624,335,185
447,-2.79349839990596,51.56071862011,345,185
448,-2.64923704039801,51.5616053919016,355,185
449,-2.50496903518691,51.5623148347019,365,185
450,-2.36069586065115,51.5628469316004,375,185
451,-2.21641899350252,51.5632016699132,385,185
452,-2.07213991069091,51.5633790411838,395,185
453,-1.92786008930909,51.5633790411838,405,185
454,-1.78358100649748,51.5632016699132,415,185
455,-1.63930413934885,51.5628469316004,425,185
456,-1.49503096481309,51.5623148347019,435,185
457,-1.35076295960199,51.5616053919016,445,185
458,-1.20650160009404,51.56071862011,455,185
459,-1.06224836223928,51.5596545404624,465,185
460,-0.918004721464281,51.5584131783176,475,185
461,-0.773772152577104,51.5569945632556,485,185
462,-0.629552129672471,51.5553987290755,495,185
463,-0.485346126036983,51.5536257137927,505,185
464,-0.341155614054487,51.5516755596357,515,185
465,-0.196982065111603,51.5495483130429,525,185
466,-0.0528269495034007,51.5472440246588,535,185
467,0.0913082636607431,51.54476274933,545,185
468,0.235422106551086,51.5421045461007,555,185
469,0.379513112711258,51.5392694782081,565,185
470,0.523579817151772,51.5362576130773,575,185
471,0.667620756443296,51.5330690223159,585,185
472,0.811634468809662,51.5297037817081,595,185
473,-5.10569209261261,51.6122357673158,185,195
474,-4.96145412107709,51.615965975058,195,195
475,-4.81718579730632,51.6195191334727,205,195
476,-4.67288858945008,51.6228951579074,215,195
477,-4.23983837020235,51.6319596437002,245,195
478,-4.09544034329409,51.6346263695926,255,195
479,-3.95102079907203,51.6371156012234,265,195
480,-3.80658121543648,51.6394272791729,275,195
481,-3.66212307158239,51.641561348246,285,195
482,-3.5176478479043,51.6435177574762,295,195
483,-3.37315702590107,51.6452964601299,305,195
484,-3.22865208808049,51.64689741371,315,195
485,-3.08413451786368,51.6483205799594,325,195
486,-2.93960579948934,51.6495659248638,335,195
487,-2.79506741791791,51.6506334186551,345,195
488,-2.65052085873556,51.6515230358131,355,195
489,-2.50596760805809,51.6522347550679,365,195
490,-2.36140915243477,51.6527685594016,375,195
491,-2.21684697875208,51.6531244360493,385,195
492,-2.07228257413738,51.6533023765009,395,195
493,-1.92771742586262,51.6533023765009,405,195
494,-1.78315302124792,51.6531244360493,415,195
495,-1.63859084756523,51.6527685594016,425,195
496,-1.49403239194191,51.6522347550679,435,195
497,-1.34947914126444,51.6515230358131,445,195
498,-1.20493258208209,51.6506334186551,455,195
499,-1.06039420051066,51.6495659248638,465,195
500,-0.915865482136321,51.6483205799594,475,195
501,-0.771347911919507,51.64689741371,485,195
502,-0.626842974098927,51.6452964601299,495,195
503,-0.482352152095699,51.6435177574762,505,195
504,-0.337876928417608,51.641561348246,515,195
505,-0.193418784563524,51.6394272791729,525,195
506,-0.0489792009279737,51.6371156012234,535,195
507,0.0954403432940938,51.6346263695926,545,195
508,0.23983837020235,51.6319596437002,555,195
509,0.384213403285918,51.6291154871848,565,195
510,0.528563967517969,51.6260939678998,575,195
511,0.672888589450078,51.6228951579074,585,195
512,0.817185797306321,51.6195191334727,595,195
513,0.961454121077089,51.615965975058,605,195
514,-5.25633212094998,51.6981062706575,175,205
515,-5.11184162944247,51.7020259623929,185,205
516,-4.96731910043266,51.7057681284478,195,205
517,-4.82276601014557,51.7093326794216,205,205
518,-4.67818383678213,51.7127195301236,215,205
519,-4.5335740604249,51.7159285995797,225,205
520,-4.38893816294343,51.7189598110398,235,205
521,-4.24427762789939,51.7218130919829,245,205
522,-4.09959394045138,51.724488374124,255,205
523,-3.95488858725942,51.7269855934189,265,205
524,-3.81016305638932,51.7293046900696,275,205
525,-3.66541883721668,51.7314456085295,285,205
526,-3.52065742033078,51.7334082975072,295,205
527,-3.3758802974382,51.7351927099711,305,205
528,-3.23108896126631,51.7367988031534,315,205
529,-3.08628490546651,51.7382265385528,325,205
530,-2.94146962451744,51.7394758819385,335,205
531,-2.79664461362791,51.7405468033522,345,205
532,-2.65181136863986,51.7414392771109,355,205
533,-2.50697138593104,51.7421532818092,365,205
534,-2.36212616231782,51.7426888003205,375,205
535,-2.21727719495771,51.7430458197986,385,205
536,-2.07242598125195,51.7432243316789,395,205
537,-1.92757401874805,51.7432243316789,405,205
538,-1.78272280504229,51.7430458197986,415,205
539,-1.63787383768218,51.7426888003205,425,205
540,-1.49302861406896,51.7421532818092,435,205
541,-1.34818863136014,51.7414392771109,445,205
542,-1.20335538637209,51.7405468033522,455,205
543,-1.05853037548256,51.7394758819385,465,205
544,-0.913715094533488,51.7382265385528,475,205
545,-0.768911038733693,51.7367988031534,485,205
546,-0.624119702561799,51.7351927099711,495,205
547,-0.479342579669223,51.7334082975072,505,205
548,-0.334581162783323,51.7314456085295,515,205
549,-0.189836943610683,51.7293046900696,525,205
550,-0.0451114127405785,51.7269855934189,535,205
551,0.0995939404513784,51.724488374124,545,205
552,0.244277627899393,51.7218130919829,555,205
553,0.388938162943427,51.7189598110398,565,205
554,0.533574060424896,51.7159285995797,575,205
555,0.678183836782134,51.7127195301236,585,205
556,0.822766010145574,51.7093326794216,595,205
557,0.967319100432662,51.7057681284478,605,205
558,-5.26279950811919,51.7878819928621,175,215
559,-5.11802320404792,51.7918142574887,185,215
560,-4.973214641333,51.7955684290363,195,215
561,-4.82837530632178,51.7991444175348,205,215
562,-4.68350668736072,51.8025421372507,215,215
563,-4.53861027470002,51.8057615066938,225,215
564,-4.39368756039783,51.8088024486243,235,215
565,-4.24874003822434,51.8116648900589,245,215
566,-4.10376920356539,51.8143487622767,255,215
567,-3.95877655332594,51.8168540008247,265,215
568,-3.81376358583324,51.8191805455233,275,215
569,-3.66873180073976,51.821328340471,285,215
570,-3.52368269892594,51.8232973340488,295,215
571,-3.37861778240265,51.8250874789247,305,215
572,-3.23353855421359,51.8266987320574,315,215
573,-3.08844651833738,51.8281310546997,325,215
574,-2.94334317958959,51.829384412402,335,215
575,-2.79823004352461,51.8304587750143,345,215
576,-2.65310861633737,51.8313541166896,355,215
577,-2.50798040476498,51.8320704158855,365,215
578,-2.36284691598829,51.8326076553657,375,215
579,-2.21770965753334,51.8329658222022,385,215
580,-2.07257013717277,51.8331449077754,395,215
581,-1.92742986282723,51.8331449077754,405,215
582,-1.78229034246666,51.8329658222022,415,215
583,-1.63715308401171,51.8326076553657,425,215
584,-1.49201959523502,51.8320704158855,435,215
585,-1.34689138366263,51.8313541166896,445,215
586,-1.20176995647539,51.8304587750143,455,215
587,-1.05665682041041,51.829384412402,465,215
588,-0.911553481662618,51.8281310546997,475,215
589,-0.766461445786407,51.8266987320574,485,215
590,-0.621382217597347,51.8250874789247,495,215
591,-0.476317301074065,51.8232973340488,505,215
592,-0.331268199260241,51.821328340471,515,215
593,-0.186236414166765,51.8191805455233,525,215
594,-0.0412234466740615,51.8168540008247,535,215
595,0.10376920356539,51.8143487622767,545,215
596,0.248740038224341,51.8116648900589,555,215
597,0.393687560397832,51.8088024486243,565,215
598,0.538610274700014,51.8057615066938,575,215
599,0.683506687360723,51.8025421372507,585,215
600,0.828375306321779,51.7991444175348,595,215
601,0.973214641333003,51.7955684290363,605,215
602,1.11802320404792,51.7918142574887,615,215
603,1.26279950811919,51.7878819928621,625,215
604,-5.41433026303383,51.8735323074727,165,225
605,-5.26930063846722,51.8776557626383,175,225
606,-5.12423703757419,51.881600649902,185,225
607,-4.97914095480082,51.8853668744632,195,225
608,-4.83401388671196,51.8889543457772,205,225
609,-4.68885733189508,51.8923629775627,215,225
610,-4.54367279086378,51.8955926878091,225,225
611,-4.39846176596093,51.8986433987826,235,225
612,-4.25322576126155,51.9015150370335,245,225
613,-4.10796628247539,51.904207533401,255,225
